"naic","company_name","ratio","upheld_complaints","question_of_fact_complaints","not_upheld_complaints","total_complaints","premiums_written_in_millions","rank","filing_year"
"26263","Erie Insurance Company","0.0276","2","5","13","20","72.475","113","2015"
"12583","Adirondack Insurance Exchange","0.0278","2","6","8","16","72.034","114","2015"
"19232","Allstate Insurance Company","0.0308","23","91","123","237","747.431","115","2015"
"25178","State Farm Mutual Automobile Insurance Company","0.0314","45","46","130","221","1434.015","116","2015"
"17230","Allstate Property and Casualty Insurance Company","0.0325","9","27","27","63","276.824","117","2015"
"10914","Kemper Independence Insurance Company","0.0353","2","6","5","13","56.63","118","2015"
"21253","Garrison Property and Casualty Insurance Company","0.0354","2","7","11","20","56.532","119","2015"
"11105","A. Central Insurance Company","0.0355","1","3","3","7","28.149","120","2015"
"12504","Ameriprise Insurance Company","0.0367","1","5","9","15","27.276","121","2015"
"23787","Nationwide Mutual Insurance Company","0.0372","3","5","8","16","80.644","122","2015"
"18600","USAA General Indemnity Company","0.0381","3","5","15","23","78.813","123","2015"
"19704","American States Insurance Company","0.0392","4","6","10","20","102.038","124","2015"
"25275","MAPFRE Insurance Company of New York","0.0396","2","1","7","10","50.529","125","2015"
"33588","First Liberty Insurance Corporation","0.0565","1","4","0","5","17.7","126","2015"
"11908","Mercury Casualty Company","0.0567","2","10","17","29","35.293","127","2015"
"38288","Hartford Insurance Company of Illinois","0.0568","2","2","9","13","35.237","128","2015"
"25674","Travelers Property Casualty Company of America","0.057","3","3","8","14","52.669","129","2015"
"12130","New South Insurance Company","0.0572","2","4","8","14","34.955","130","2015"
"40231","Old Dominion Insurance Company","0.062","2","2","3","7","32.264","131","2015"
"33600","LM Insurance Corporation","0.0627","1","2","7","10","15.956","132","2015"
"26298","Metropolitan Property and Casualty Insurance Company","0.0683","1","0","1","2","14.642","133","2015"
"16322","Progressive Direct Insurance Company","0.0756","1","6","8","15","13.219","134","2015"
"20052","National Liability & Fire Insurance Company","0.0797","2","9","6","17","25.1","135","2015"
"11215","SAFECO Insurance Company of Indiana","0.0839","3","4","2","9","35.774","136","2015"
"25909","Unitrin Preferred Insurance Company","0.0986","1","1","0","2","10.139","137","2015"
"10111","American Bankers Insurance Company of Florida","0.143","1","0","1","2","6.995","138","2015"
"23060","Tri-State Consumer Insurance Company","0.1439","2","4","25","31","13.899","139","2015"
"25232","21st Century Advantage Insurance Company","0.1508","1","0","0","1","6.633","140","2015"
"13242","Titan Indemnity Company","0.1642","1","2","3","6","6.089","141","2015"
"42447","National General Assurance Company","0.1769","1","0","0","1","5.651","142","2015"
"10839","Country-Wide Insurance Company","0.1798","21","48","95","164","116.811","143","2015"
"20230","Central Mutual Insurance Company","0.1837","1","0","0","1","5.443","144","2015"
"19402","AIG Property Casualty Company","0.1919","5","1","5","11","26.058","145","2015"
"29068","IDS Property Casualty Insurance Company","0.2534","3","2","4","9","11.837","146","2015"
"23833","21st Century Security Insurance Company","0.2665","1","2","0","3","3.752","147","2015"
"10072","Encompass Property and Casualty Company","0.2847","1","0","0","1","3.513","148","2015"
"42889","Victoria Fire & Casualty Company","0.5891","2","1","3","6","3.395","149","2015"
"10881","Unitrin Advantage Insurance Company","0.6664","2","1","2","5","3.001","150","2015"
"23760","Nationwide General Insurance Company","0.7495","1","0","0","1","1.334","151","2015"
"27120","Trumbull Insurance Company","0.78","1","0","1","2","1.282","152","2015"
"10921","CSAA Fire & Casualty Insurance Company","0.8476","7","2","4","13","8.259","153","2015"
"38628","Progressive Northern Insurance Company","0.877","2","2","2","6","2.28","154","2015"
"18058","Philadelphia Indemnity Insurance Company","1.2198","5","1","4","10","4.099","155","2015"
"37877","Nationwide Property and Casualty Insurance Company","1.8117","1","0","1","2","0.552","156","2015"
"29459","Twin City Fire Insurance Company","2.2155","3","0","0","3","1.354","157","2015"
"24198","Peerless Insurance Company","10.3314","2","1","1","4","0.194","158","2015"
"24279","Progressive Max Insurance Company","0","0","8","21","29","70.055","1","2014"
"10212","Allmerica Financial Alliance Insurance Company","0","0","0","9","9","47.319","2","2014"
"10052","Chubb National Insurance Company","0","0","0","1","1","37.431","3","2014"
"36137","Travelers Commercial Insurance Company","0","0","0","5","5","27.99","4","2014"
"11185","Foremost Insurance Company Grand Rapids, Michigan","0","0","2","8","10","23.589","5","2014"
"11252","Encompass Home and Auto Insurance Company","0","0","2","2","4","22.545","6","2014"
"38628","Progressive Northern Insurance Company","0","0","3","2","5","21.823","7","2014"
"18279","Bankers Standard Insurance Company","0","0","0","0","0","21.683","8","2014"
"20303","Great Northern Insurance Company","0","0","0","0","0","20.432","9","2014"
"11044","National General Insurance Online, Inc.","0","0","1","3","4","17.221","10","2014"
"16233","Erie Insurance Company of New York","0","0","4","3","7","16.837","11","2014"
"29939","Main Street America Assurance Company","0","0","0","7","7","16.761","12","2014"
"38130","Travelers Personal Insurance Company","0","0","0","0","0","16.253","13","2014"
"37915","Essentia Insurance Company","0","0","0","2","2","14.573","14","2014"
"40649","Economy Premier Assurance Company","0","0","0","0","0","13.632","15","2014"
"33600","LM Insurance Corporation","0","0","1","1","2","12.655","16","2014"
"10071","Encompass Insurance Company of America","0","0","0","4","4","12.27","17","2014"
"19062","Automobile Insurance Company of Hartford, Connecticut","0","0","0","0","0","11.961","18","2014"
"12777","Chubb Indemnity Insurance Company","0","0","1","0","1","11.814","19","2014"
"25232","21st Century Advantage Insurance Company","0","0","3","7","10","11.422","20","2014"
"28188","TravCo Insurance Company","0","0","0","1","1","11.362","21","2014"
"15130","Encompass Indemnity Company","0","0","2","1","3","10.969","22","2014"
"10226","Unitrin Direct Insurance Company","0","0","3","1","4","10.836","23","2014"
"21261","Electric Insurance Company","0","0","0","4","4","9.612","24","2014"
"25682","Travelers Indemnity Company of Connecticut","0","0","1","2","3","9.472","25","2014"
"34460","Maidstone Insurance Company","0","0","1","4","5","9.312","26","2014"
"34479","Maidstone Insurance Company","0","0","1","4","5","9.312","26","2014"
"12873","Privilege Underwriters Reciprocal Exchange","0","0","0","1","1","9.086","27","2014"
"27930","Integon Casualty Insurance Company","0","0","1","4","5","7.116","28","2014"
"42447","National General Assurance Company","0","0","1","6","7","6.793","29","2014"
"37834","Progressive Preferred Insurance Company","0","0","4","1","5","6.765","30","2014"
"10111","American Bankers Insurance Company of Florida","0","0","0","1","1","6.549","31","2014"
"25615","Charter Oak Fire Insurance Company","0","0","0","0","0","6.548","32","2014"
"37877","Nationwide Property and Casualty Insurance Company","0","0","0","0","0","6.367","33","2014"
"43974","21st Century Indemnity Insurance Company","0","0","2","3","5","6.339","34","2014"
"10022","Countryway Insurance Company","0","0","1","0","1","5.937","35","2014"
"20230","Central Mutual Insurance Company","0","0","0","0","0","5.807","36","2014"
"21849","American Automobile Insurance Company","0","0","0","0","0","5.389","37","2014"
"21709","Truck Insurance Exchange","0","0","0","0","0","4.976","38","2014"
"21687","Mid-Century Insurance Company","0","0","0","2","2","4.602","39","2014"
"10072","Encompass Property and Casualty Company","0","0","1","0","1","4.551","40","2014"
"20796","21st Century Premier Insurance Company","0","0","0","4","4","4.262","41","2014"
"21865","Associated Indemnity Corporation","0","0","0","0","0","3.935","42","2014"
"10723","Nationwide Assurance Company","0","0","0","1","1","3.896","43","2014"
"36145","Travelers Personal Security Insurance Company","0","0","0","0","0","3.88","44","2014"
"10881","Unitrin Advantage Insurance Company","0","0","2","4","6","3.835","45","2014"
"20397","Vigilant Insurance Company","0","0","0","0","0","3.481","46","2014"
"42889","Victoria Fire & Casualty Company","0","0","1","4","5","3.265","47","2014"
"23728","National General Insurance Company","0","0","1","0","1","3.092","48","2014"
"40754","Blue Ridge Indemnity Company","0","0","0","1","1","2.974","49","2014"
"22306","Massachusetts Bay Insurance Company","0","0","1","2","3","2.91","50","2014"
"15210","Sterling Insurance Company","0","0","0","0","0","2.757","51","2014"
"29742","Integon National Insurance Company","0","0","0","2","2","2.741","52","2014"
"19070","Standard Fire Insurance Company","0","0","0","1","1","2.731","53","2014"
"10677","Cincinnati Insurance Company","0","0","0","1","1","2.637","54","2014"
"36170","Travelers Casualty Company of Connecticut","0","0","0","0","0","2.589","55","2014"
"21164","Dairyland Insurance Company","0","0","1","0","1","2.386","56","2014"
"41513","Foremost Signature Insurance Company","0","0","1","2","3","2.35","57","2014"
"27120","Trumbull Insurance Company","0","0","1","1","2","2.327","58","2014"
"23450","American Family Home Insurance Company","0","0","0","1","1","2.137","59","2014"
"37770","CSAA General Insurance Company","0","0","0","0","0","2.116","60","2014"
"34690","Property and Casualty Insurance Company of Hartford","0","0","1","0","1","1.94","61","2014"
"35696","Harleysville Preferred Insurance Company","0","0","1","1","2","1.876","62","2014"
"21881","National Surety Corporation","0","0","0","0","0","1.821","63","2014"
"10674","Harleysville Insurance Company of New York","0","0","0","0","0","1.548","64","2014"
"41491","GEICO Casualty Company","0","0","24","47","71","1.456","65","2014"
"20281","Federal Insurance Company","0","0","0","0","0","1.436","66","2014"
"19615","American Reliable Insurance Company","0","0","1","1","2","1.413","67","2014"
"20133","Response Worldwide Direct Auto Insurance Company","0","0","0","0","0","1.333","68","2014"
"21873","Fireman's Fund Insurance Company","0","0","0","1","1","1.166","69","2014"
"22225","21st Century Preferred Insurance Company","0","0","1","0","1","1.095","70","2014"
"23582","Harleysville Insurance Company","0","0","0","0","0","1.067","71","2014"
"14834","New York Central Mutual Fire Insurance Company","0.0039","1","34","62","97","256.985","72","2014"
"22063","Government Employees Insurance Company","0.0108","6","60","60","126","554.002","73","2014"
"23787","Nationwide Mutual Insurance Company","0.011","1","6","16","23","90.605","74","2014"
"22055","GEICO Indemnity Company","0.012","10","110","166","286","830.018","75","2014"
"29424","Hartford Casualty Insurance Company","0.0159","1","6","12","19","62.792","76","2014"
"15024","Preferred Mutual Insurance Company","0.016","1","15","9","25","62.514","77","2014"
"40169","Metropolitan Casualty Insurance Company","0.0213","2","7","15","24","94.098","78","2014"
"32786","Progressive Specialty Insurance Company","0.0226","4","21","28","53","176.699","79","2014"
"35882","GEICO General Insurance Company","0.0228","43","255","333","631","1882.586","80","2014"
"29688","Allstate Fire and Casualty Insurance Company","0.0231","8","8","30","46","346.324","81","2014"
"27998","Travelers Home and Marine Insurance Company","0.0235","7","20","33","60","297.877","82","2014"
"25674","Travelers Property Casualty Company of America","0.0252","2","4","6","12","79.26","83","2014"
"36447","LM General Insurance Company","0.027","4","11","16","31","148.098","84","2014"
"43478","Utica National Insurance Company of Texas","0.0272","1","3","3","7","36.742","85","2014"
"40231","Old Dominion Insurance Company","0.0292","1","3","5","9","34.237","86","2014"
"42919","Progressive Northwestern Insurance Company","0.0298","1","3","5","9","33.519","87","2014"
"24260","Progressive Casualty Insurance Company","0.03","10","39","84","133","333.292","88","2014"
"10914","Kemper Independence Insurance Company","0.0325","2","5","15","22","61.508","89","2014"
"11851","Progressive Advanced Insurance Company","0.0385","6","10","32","48","155.799","90","2014"
"20052","National Liability & Fire Insurance Company","0.039","2","22","25","49","51.301","91","2014"
"12901","Merchants Preferred Insurance Company","0.04","1","6","5","12","25.009","92","2014"
"26263","Erie Insurance Company","0.0405","3","4","13","20","74.103","93","2014"
"25178","State Farm Mutual Automobile Insurance Company","0.0427","54","87","187","328","1264.263","94","2014"
"34339","Metropolitan Group Property and Casualty Insurance Company","0.0439","4","5","14","23","91.135","95","2014"
"25453","Nationwide Insurance Company of America","0.0447","4","0","6","10","89.573","96","2014"
"36587","21st Century National Insurance Company","0.046","1","6","8","15","21.737","97","2014"
"26093","Nationwide Affinity Insurance Company of America","0.0478","5","7","34","46","104.556","98","2014"
"34789","21st Century Centennial Insurance Company","0.0505","1","1","5","7","19.795","99","2014"
"12583","Adirondack Insurance Exchange","0.0514","4","4","12","20","77.762","100","2014"
"25143","State Farm Fire and Casualty Company","0.0561","9","8","36","53","160.309","101","2014"
"30104","Hartford Underwriters Insurance Company","0.0573","3","4","18","25","52.341","102","2014"
"25623","Phoenix Insurance Company","0.0591","1","0","1","2","16.92","103","2014"
"11000","Sentinel Insurance Company, Ltd.","0.0598","1","3","3","7","16.73","104","2014"
"25275","MAPFRE Insurance Company of New York","0.0632","3","6","10","19","47.442","105","2014"
"16063","Unitrin Auto and Home Insurance Company","0.064","1","1","0","2","15.633","106","2014"
"38288","Hartford Insurance Company of Illinois","0.0644","3","8","8","19","46.602","107","2014"
"30210","Esurance Property and Casualty Insurance Company","0.0655","1","1","7","9","15.276","108","2014"
"23035","Liberty Mutual Fire Insurance Company","0.0664","27","54","77","158","406.889","109","2014"
"12130","New South Insurance Company","0.07","6","9","24","39","85.706","110","2014"
"29068","IDS Property Casualty Insurance Company","0.0712","1","6","9","16","14.038","111","2014"
"17230","Allstate Property and Casualty Insurance Company","0.073","30","27","70","127","410.957","112","2014"
"19704","American States Insurance Company","0.0737","6","8","9","23","81.406","113","2014"
"19976","Amica Mutual Insurance Company","0.0747","7","2","16","25","93.744","114","2014"
"25968","USAA Casualty Insurance Company","0.0765","7","13","17","37","91.532","115","2014"
"19232","Allstate Insurance Company","0.0878","76","136","251","463","865.759","116","2014"
"13803","Farm Family Casualty Insurance Company","0.0879","2","4","6","12","22.765","117","2014"
"37478","Hartford Insurance Company of the Midwest","0.0989","2","1","4","7","20.219","118","2014"
"23833","21st Century Security Insurance Company","0.1057","1","4","8","13","9.458","119","2014"
"12504","Ameriprise Insurance Company","0.1061","3","5","19","27","28.288","120","2014"
"18600","USAA General Indemnity Company","0.1069","6","14","16","36","56.145","121","2014"
"21253","Garrison Property and Casualty Insurance Company","0.1105","5","6","14","25","45.23","122","2014"
"14788","NGM Insurance Company","0.1119","1","1","2","4","8.939","123","2014"
"12475","Republic-Franklin Insurance Company","0.1183","1","0","0","1","8.452","124","2014"
"33588","First Liberty Insurance Corporation","0.1261","3","3","7","13","23.795","125","2014"
"11105","A. Central Insurance Company","0.131","4","14","20","38","30.523","126","2014"
"25941","United Services Automobile Association","0.1316","14","13","13","40","106.382","127","2014"
"23060","Tri-State Consumer Insurance Company","0.1354","2","5","27","34","14.774","128","2014"
"11215","SAFECO Insurance Company of Indiana","0.1358","6","1","12","19","44.18","129","2014"
"34460","Maidstone Insurance Company","0.1376","1","7","13","21","7.265","130","2014"
"26298","Metropolitan Property and Casualty Insurance Company","0.1385","1","1","1","3","7.22","131","2014"
"14311","Interboro Insurance Company","0.1389","1","1","8","10","7.198","132","2014"
"25712","Esurance Insurance Company","0.1463","5","4","14","23","34.184","133","2014"
"25909","Unitrin Preferred Insurance Company","0.1479","2","0","1","3","13.524","134","2014"
"11908","Mercury Casualty Company","0.1542","7","24","16","47","45.394","135","2014"
"32220","21st Century North America Insurance Company","0.1558","3","6","6","15","19.253","136","2014"
"25976","Utica Mutual Insurance Company","0.1566","1","0","1","2","6.388","137","2014"
"23469","American Modern Home Insurance Company","0.16","1","0","5","6","6.25","138","2014"
"13242","Titan Indemnity Company","0.1639","1","0","2","3","6.1","139","2014"
"19402","AIG Property Casualty Company","0.1711","4","0","3","7","23.385","140","2014"
"10644","Victoria Automobile Insurance Company","0.1867","1","2","1","4","5.357","141","2014"
"41483","Farmington Casualty Company","0.1879","2","0","8","10","10.644","142","2014"
"16322","Progressive Direct Insurance Company","0.2062","4","9","20","33","19.399","143","2014"
"31534","Citizens Insurance Company of America","0.2235","1","0","1","2","4.474","144","2014"
"10806","Farmers New Century Insurance Company","0.3762","2","1","4","7","5.316","145","2014"
"10921","CSAA Fire & Casualty Insurance Company","0.3798","5","0","7","12","13.164","146","2014"
"42404","Liberty Insurance Corporation","0.3809","2","4","0","6","5.25","147","2014"
"23779","Nationwide Mutual Fire Insurance Company","0.4649","1","2","1","4","2.151","148","2014"
"10839","Country-Wide Insurance Company","0.5109","59","88","180","327","115.482","149","2014"
"10645","Drivers Insurance Company","0.5136","1","1","3","5","1.947","150","2014"
"23647","Ironshore Indemnity Inc.","0.5315","1","1","0","2","1.882","151","2014"
"39217","QBE Insurance Corporation","0.5364","3","9","19","31","5.592","152","2014"
"23760","Nationwide General Insurance Company","0.5906","4","3","1","8","6.773","153","2014"
"19240","Allstate Indemnity Company","0.6104","4","2","4","10","6.553","154","2014"
"26085","Warner Insurance Company","0.6671","1","1","2","4","1.499","155","2014"
"36161","Travelers Property Casualty Insurance Company","0.7006","1","2","7","10","1.427","156","2014"
"25666","Travelers Indemnity Company of America","0.7548","1","2","1","4","1.325","157","2014"
"19682","Hartford Fire Insurance Company","0.8711","3","0","2","5","3.444","158","2014"
"24198","Peerless Insurance Company","0.9597","5","3","4","12","5.21","159","2014"
"25658","Travelers Indemnity Company","1.1243","6","3","6","15","5.337","160","2014"
"22357","Hartford Accident and Indemnity Company","1.291","5","1","3","9","3.873","161","2014"
"18058","Philadelphia Indemnity Insurance Company","1.5302","5","0","3","8","3.268","162","2014"
"24740","SAFECO Insurance Company of America","2.1516","4","0","8","12","1.859","163","2014"
"11738","Infinity Auto Insurance Company","2.6164","1","0","2","3","0.382","164","2014"
"12360","Ocean Harbor Casualty Insurance Company","3.3345","3","1","4","8","0.9","165","2014"
"37648","Permanent General Assurance Corporation","3.3384","5","3","2","10","1.498","166","2014"
"23329","Merchants Mutual Insurance Company","8.6214","2","2","2","6","0.232","167","2014"
"29459","Twin City Fire Insurance Company","19.1109","23","0","0","23","1.204","168","2014"
"23841","New Hampshire Insurance Company","1364.8772","6","1","3","10","0.004","169","2014"
"36447","LM General Insurance Company","0","0","6","3","9","73.566","1","2013"
"26263","Erie Insurance Company","0","0","0","6","6","73.112","2","2013"
"11105","A. Central Insurance Company","0","0","9","14","23","42.694","3","2013"
"40231","Old Dominion Insurance Company","0","0","1","4","5","35.315","4","2013"
"43478","Utica National Insurance Company of Texas","0","0","2","3","5","32.385","5","2013"
"10052","Chubb National Insurance Company","0","0","0","0","0","31.337","6","2013"
"36137","Travelers Commercial Insurance Company","0","0","2","2","4","28.653","7","2013"
"13803","Farm Family Casualty Insurance Company","0","0","2","5","7","23.612","8","2013"
"11000","Sentinel Insurance Company, Ltd.","0","0","2","2","4","23.212","9","2013"
"37834","Progressive Preferred Insurance Company","0","0","1","5","6","22.63","10","2013"
"20303","Great Northern Insurance Company","0","0","1","1","2","22.286","11","2013"
"18279","Bankers Standard Insurance Company","0","0","0","1","1","21.239","12","2013"
"36587","21st Century National Insurance Company","0","0","1","5","6","19.739","13","2013"
"29939","Main Street America Assurance Company","0","0","2","0","2","19.539","14","2013"
"25623","Phoenix Insurance Company","0","0","0","3","3","19.53","15","2013"
"11252","Encompass Home and Auto Insurance Company","0","0","1","0","1","19.379","16","2013"
"25232","21st Century Advantage Insurance Company","0","0","0","5","5","15.364","17","2013"
"40649","Economy Premier Assurance Company","0","0","0","0","0","14.788","18","2013"
"37915","Essentia Insurance Company","0","0","0","0","0","14.006","19","2013"
"10071","Encompass Insurance Company of America","0","0","4","4","8","13.661","20","2013"
"19062","Automobile Insurance Company of Hartford, Connecticut","0","0","0","0","0","13.638","21","2013"
"12777","Chubb Indemnity Insurance Company","0","0","1","2","3","13.339","22","2013"
"28188","TravCo Insurance Company","0","0","0","0","0","13.107","23","2013"
"23833","21st Century Security Insurance Company","0","0","2","3","5","11.952","24","2013"
"25682","Travelers Indemnity Company of Connecticut","0","0","0","1","1","10.923","25","2013"
"21261","Electric Insurance Company","0","0","0","1","1","9.574","26","2013"
"12475","Republic-Franklin Insurance Company","0","0","0","0","0","9.026","27","2013"
"43974","21st Century Indemnity Insurance Company","0","0","4","2","6","7.936","28","2013"
"42404","Liberty Insurance Corporation","0","0","0","1","1","7.749","29","2013"
"33600","LM Insurance Corporation","0","0","0","1","1","7.723","30","2013"
"25615","Charter Oak Fire Insurance Company","0","0","0","0","0","7.517","31","2013"
"42447","National General Assurance Company","0","0","1","0","1","7.447","32","2013"
"37877","Nationwide Property and Casualty Insurance Company","0","0","1","0","1","7.21","33","2013"
"12873","Privilege Underwriters Reciprocal Exchange","0","0","0","0","0","7.122","34","2013"
"21709","Truck Insurance Exchange","0","0","1","1","2","7.063","35","2013"
"30210","Esurance Property and Casualty Insurance Company","0","0","1","4","5","7.003","36","2013"
"10806","Farmers New Century Insurance Company","0","0","1","2","3","6.964","37","2013"
"23469","American Modern Home Insurance Company","0","0","1","1","2","6.213","38","2013"
"34479","Maidstone Insurance Company","0","0","0","2","2","5.958","39","2013"
"10111","American Bankers Insurance Company of Florida","0","0","0","3","3","5.871","40","2013"
"16233","Erie Insurance Company of New York","0","0","2","2","4","5.745","41","2013"
"20230","Central Mutual Insurance Company","0","0","0","0","0","5.671","42","2013"
"31534","Citizens Insurance Company of America","0","0","1","1","2","5.589","43","2013"
"14311","Interboro Insurance Company","0","0","1","8","9","5.325","44","2013"
"13242","Titan Indemnity Company","0","0","0","4","4","5.276","45","2013"
"10022","Countryway Insurance Company","0","0","0","1","1","5.13","46","2013"
"21849","American Automobile Insurance Company","0","0","0","0","0","5.103","47","2013"
"10072","Encompass Property and Casualty Company","0","0","0","0","0","4.958","48","2013"
"10881","Unitrin Advantage Insurance Company","0","0","1","1","2","4.822","49","2013"
"10226","Unitrin Direct Insurance Company","0","0","0","0","0","4.688","50","2013"
"26298","Metropolitan Property and Casualty Insurance Company","0","0","0","2","2","4.502","51","2013"
"21865","Associated Indemnity Corporation","0","0","0","0","0","4.171","52","2013"
"27930","Integon Casualty Insurance Company","0","0","0","0","0","4.1","53","2013"
"20397","Vigilant Insurance Company","0","0","0","1","1","3.849","54","2013"
"20133","Response Worldwide Direct Auto Insurance Company","0","0","1","0","1","3.769","55","2013"
"22306","Massachusetts Bay Insurance Company","0","0","0","1","1","3.746","56","2013"
"10644","Victoria Automobile Insurance Company","0","0","0","0","0","3.452","57","2013"
"10645","Drivers Insurance Company","0","0","0","4","4","3.286","58","2013"
"23779","Nationwide Mutual Fire Insurance Company","0","0","0","7","7","3.264","59","2013"
"10723","Nationwide Assurance Company","0","0","0","1","1","3.243","60","2013"
"40754","Blue Ridge Indemnity Company","0","0","0","0","0","3.21","61","2013"
"19070","Standard Fire Insurance Company","0","0","0","0","0","3.163","62","2013"
"36170","Travelers Casualty Company of Connecticut","0","0","0","1","1","2.949","63","2013"
"18058","Philadelphia Indemnity Insurance Company","0","0","1","1","2","2.888","64","2013"
"41513","Foremost Signature Insurance Company","0","0","0","1","1","2.744","65","2013"
"26050","Response Worldwide Insurance Company","0","0","2","0","2","2.736","66","2013"
"15210","Sterling Insurance Company","0","0","0","0","0","2.629","67","2013"
"43044","Response Insurance Company","0","0","0","0","0","2.545","68","2013"
"21164","Dairyland Insurance Company","0","0","2","1","3","2.32","69","2013"
"34690","Property and Casualty Insurance Company of Hartford","0","0","0","1","1","2.161","70","2013"
"39004","Kemper Financial Indemnity Company","0","0","1","1","2","2.008","71","2013"
"10674","Harleysville Insurance Company of New York","0","0","0","0","0","1.944","72","2013"
"23647","Ironshore Indemnity Inc.","0","0","0","0","0","1.785","73","2013"
"21881","National Surety Corporation","0","0","0","0","0","1.705","74","2013"
"35696","Harleysville Preferred Insurance Company","0","0","0","0","0","1.628","75","2013"
"20281","Federal Insurance Company","0","0","0","0","0","1.572","76","2013"
"19615","American Reliable Insurance Company","0","0","0","0","0","1.556","77","2013"
"42889","Victoria Fire & Casualty Company","0","0","0","1","1","1.556","78","2013"
"25666","Travelers Indemnity Company of America","0","0","0","0","0","1.499","79","2013"
"12360","Ocean Harbor Casualty Insurance Company","0","0","1","6","7","1.376","80","2013"
"21873","Fireman's Fund Insurance Company","0","0","0","1","1","1.252","81","2013"
"37257","Praetorian Insurance Company","0","0","0","0","0","1.232","82","2013"
"31488","Integon Preferred Insurance Company","0","0","0","0","0","1.192","83","2013"
"20346","Pacific Indemnity Company","0","0","0","0","0","1.058","84","2013"
"14834","New York Central Mutual Fire Insurance Company","0.004","1","16","49","66","250.746","85","2013"
"22055","GEICO Indemnity Company","0.0052","4","71","110","185","770.835","86","2013"
"12130","New South Insurance Company","0.0087","1","7","18","26","115.334","87","2013"
"35882","GEICO General Insurance Company","0.0103","18","204","269","491","1751.86","88","2013"
"25674","Travelers Property Casualty Company of America","0.0108","1","5","9","15","92.429","89","2013"
"22063","Government Employees Insurance Company","0.0129","7","41","62","110","542.812","90","2013"
"10914","Kemper Independence Insurance Company","0.0152","1","5","9","15","65.827","91","2013"
"38628","Progressive Northern Insurance Company","0.0156","1","4","11","16","64.284","92","2013"
"29688","Allstate Fire and Casualty Insurance Company","0.0162","3","2","4","9","184.9","93","2013"
"11851","Progressive Advanced Insurance Company","0.0178","2","2","14","18","112.326","94","2013"
"40169","Metropolitan Casualty Insurance Company","0.0184","2","7","8","17","108.901","95","2013"
"32786","Progressive Specialty Insurance Company","0.0193","3","8","14","25","155.588","96","2013"
"27998","Travelers Home and Marine Insurance Company","0.0195","6","11","19","36","308.396","97","2013"
"23787","Nationwide Mutual Insurance Company","0.0209","2","3","14","19","95.876","98","2013"
"10212","Allmerica Financial Alliance Insurance Company","0.022","1","3","3","7","45.4","99","2013"
"25178","State Farm Mutual Automobile Insurance Company","0.025","30","64","99","193","1200.401","100","2013"
"12583","Adirondack Insurance Exchange","0.0262","2","8","10","20","76.406","101","2013"
"42919","Progressive Northwestern Insurance Company","0.0266","1","1","6","8","37.656","102","2013"
"17230","Allstate Property and Casualty Insurance Company","0.0292","15","26","47","88","514.199","103","2013"
"25712","Esurance Insurance Company","0.0296","1","5","16","22","33.741","104","2013"
"19976","Amica Mutual Insurance Company","0.031","3","7","7","17","96.903","105","2013"
"25453","Nationwide Insurance Company of America","0.0311","3","4","6","13","96.593","106","2013"
"29424","Hartford Casualty Insurance Company","0.0321","2","1","7","10","62.286","107","2013"
"34339","Metropolitan Group Property and Casualty Insurance Company","0.0341","3","2","11","16","87.984","108","2013"
"25143","State Farm Fire and Casualty Company","0.0381","6","3","22","31","157.666","109","2013"
"23035","Liberty Mutual Fire Insurance Company","0.0388","18","52","75","145","464.434","110","2013"
"12504","Ameriprise Insurance Company","0.0405","1","5","16","22","24.67","111","2013"
"30104","Hartford Underwriters Insurance Company","0.042","2","2","12","16","47.58","112","2013"
"37478","Hartford Insurance Company of the Midwest","0.0435","1","0","5","6","22.968","113","2013"
"15024","Preferred Mutual Insurance Company","0.0485","3","22","12","37","61.879","114","2013"
"24260","Progressive Casualty Insurance Company","0.0509","12","12","35","59","235.566","115","2013"
"26093","Nationwide Affinity Insurance Company of America","0.0513","4","4","11","19","77.961","116","2013"
"38288","Hartford Insurance Company of Illinois","0.057","3","8","9","20","52.65","117","2013"
"25909","Unitrin Preferred Insurance Company","0.0649","1","1","2","4","15.406","118","2013"
"12901","Merchants Preferred Insurance Company","0.0707","2","3","6","11","28.298","119","2013"
"25968","USAA Casualty Insurance Company","0.071","6","5","9","20","84.558","120","2013"
"24279","Progressive Max Insurance Company","0.072","4","2","6","12","55.575","121","2013"
"20052","National Liability & Fire Insurance Company","0.0726","3","12","19","34","41.348","122","2013"
"33588","First Liberty Insurance Corporation","0.073","2","5","4","11","27.395","123","2013"
"34460","AutoOne Insurance Company","0.076","1","1","9","11","13.164","124","2013"
"15130","Encompass Indemnity Company","0.0787","1","1","0","2","12.708","125","2013"
"19232","Allstate Insurance Company","0.0788","75","100","188","363","952.202","126","2013"
"23760","Nationwide General Insurance Company","0.0798","1","2","15","18","12.525","127","2013"
"11185","Foremost Insurance Company Grand Rapids, Michigan","0.0817","2","5","4","11","24.494","128","2013"
"41483","Farmington Casualty Company","0.0853","2","1","7","10","23.443","129","2013"
"11215","SAFECO Insurance Company of Indiana","0.0863","2","0","0","2","23.188","130","2013"
"32220","21st Century North America Insurance Company","0.0915","2","3","5","10","21.87","131","2013"
"19402","AIG Property Casualty Company","0.0918","2","0","0","2","21.795","132","2013"
"14788","NGM Insurance Company","0.0952","1","2","1","4","10.502","133","2013"
