"naic","company_name","ratio","upheld_complaints","question_of_fact_complaints","not_upheld_complaints","total_complaints","premiums_written_in_millions","rank","filing_year"
"15210","Sterling Insurance Company","0","0","1","0","1","4.069493","58","2021"
"40754","Blue Ridge Indemnity Company","0","0","0","0","0","3.9124695","59","2021"
"28188","TravCo Insurance Company","0","0","0","0","0","3.8039355","60","2021"
"10723","Nationwide Assurance Company","0","0","0","0","0","3.37831","61","2021"
"11000","Sentinel Insurance Company, Ltd.","0","0","0","0","0","3.1406445","62","2021"
"15130","Encompass Indemnity Company","0","0","0","0","0","3.0967995","63","2021"
"32603","Berkley Insurance Company","0","0","0","0","0","2.844958","64","2021"
"12287","Amica Property and Casualty Insurance Company","0","0","0","1","1","2.6210555","65","2021"
"41513","Foremost Signature Insurance Company","0","0","0","0","0","2.5269285","66","2021"
"32220","21st Century North America Insurance Company","0","0","0","0","0","2.358492","67","2021"
"25615","Charter Oak Fire Insurance Company","0","0","0","1","1","2.154569","68","2021"
"20397","Vigilant Insurance Company","0","0","0","1","1","1.9501855","69","2021"
"29963","United Farm Family Insurance Company","0","0","0","0","0","1.9088525","70","2021"
"10072","Encompass Property and Casualty Company","0","0","0","0","0","1.765361","71","2021"
"20052","National Liability & Fire Insurance Company","0","0","2","1","3","1.5818235","72","2021"
"22357","Hartford Accident and Indemnity Company","0","0","1","0","1","1.1604585","73","2021"
"34690","Property and Casualty Insurance Company of Hartford","0","0","0","1","1","1.104393","74","2021"
"25658","Travelers Indemnity Company","0","0","0","1","1","1.0093535","75","2021"
"38130","Travelers Personal Insurance Company","0.005551952","2","6","21","29","360.2336625","76","2021"
"22063","Government Employees Insurance Company","0.008180473","6","19","52","77","733.4539645","77","2021"
"23760","Nationwide General Insurance Company","0.008744787","1","7","22","30","114.353837","78","2021"
"22055","GEICO Indemnity Company","0.010011705","11","50","143","204","1098.713949","79","2021"
"12583","Adirondack Insurance Exchange","0.010129416","1","5","14","20","98.722373","80","2021"
"26093","Nationwide Affinity Insurance Company of America","0.012188336","1","1","11","13","82.045656","81","2021"
"23035","Liberty Mutual Fire Insurance Company","0.014822787","2","7","15","24","134.927395","82","2021"
"21687","Mid-Century Insurance Company","0.01500671","1","4","16","21","66.6368595","83","2021"
"11105","A. Central Insurance Company","0.016423692","1","2","10","13","60.887649","84","2021"
"32786","Progressive Specialty Insurance Company","0.018468741","5","19","34","58","270.727709","85","2021"
"36145","Travelers Personal Security Insurance Company","0.021738208","1","1","6","8","46.0019525","86","2021"
"25143","State Farm Fire and Casualty Company","0.024656675","3","15","26","44","121.6709055","87","2021"
"19704","American States Insurance Company","0.024846384","4","9","23","36","160.9892225","88","2021"
"30104","Hartford Underwriters Insurance Company","0.025417767","2","2","12","16","78.685117","89","2021"
"19976","Amica Mutual Insurance Company","0.028120481","2","1","5","8","71.1225375","90","2021"
"25178","State Farm Mutual Automobile Insurance Company","0.028547304","48","109","200","357","1681.419731","91","2021"
"29688","Allstate Fire and Casualty Insurance Company","0.03002359","36","44","118","198","1199.057158","92","2021"
"24279","Progressive Max Insurance Company","0.035448822","9","21","42","72","253.8871415","93","2021"
"29424","Hartford Casualty Insurance Company","0.036595988","1","2","2","5","27.3254","94","2021"
"24260","Progressive Casualty Insurance Company","0.039985792","23","39","82","144","575.2043175","95","2021"
"34339","Farmers Group Property and Casualty Insurance Company","0.041215993","4","4","6","14","97.0497055","96","2021"
"21253","Garrison Property and Casualty Insurance Company","0.045125141","4","2","16","22","88.6423825","97","2021"
"40703","Unitrin Safeguard Insurance Company","0.048161649","2","3","15","20","41.5268175","98","2021"
"30210","Esurance Property and Casualty Insurance Company","0.048805885","2","3","11","16","40.978665","99","2021"
"25941","United Services Automobile Association","0.049753102","6","9","14","29","120.595495","100","2021"
"25968","USAA Casualty Insurance Company","0.052460192","7","9","21","37","133.4345105","101","2021"
"33600","LM Insurance Corporation","0.052981742","1","3","4","8","18.8744265","102","2021"
"17230","Allstate Property and Casualty Insurance Company","0.05330652","8","8","26","42","150.07545","103","2021"
"25712","Esurance Insurance Company","0.053728812","3","3","5","11","55.835964","104","2021"
"36447","LM General Insurance Company","0.05543485","38","35","96","169","685.4893685","105","2021"
"26263","Erie Insurance Company","0.055747612","4","4","12","20","71.7519525","106","2021"
"37915","Essentia Insurance Company","0.061716811","2","2","1","5","32.4060815","107","2021"
"10791","Palisades Insurance Company","0.069023404","3","4","10","17","43.4635185","108","2021"
"19232","Allstate Insurance Company","0.070543494","35","19","66","120","496.1478105","109","2021"
"18279","Bankers Standard Insurance Company","0.072717351","1","0","2","3","13.751876","110","2021"
"37770","CSAA General Insurance Company","0.084873184","1","1","0","2","11.7822845","111","2021"
"29742","Integon National Insurance Company","0.08583438","4","5","21","30","46.6013735","112","2021"
"10914","Kemper Independence Insurance Company","0.092023425","3","2","9","14","32.600395","113","2021"
"23728","National General Insurance Company","0.108168507","2","4","5","11","18.48967","114","2021"
"18600","USAA General Indemnity Company","0.112414934","12","9","19","40","106.747383","115","2021"
"10022","Countryway Insurance Company","0.148653692","1","1","0","2","6.7270445","116","2021"
"11851","Progressive Advanced Insurance Company","0.152407959","74","28","75","177","485.5389465","117","2021"
"16322","Progressive Direct Insurance Company","0.165576351","3","7","10","20","18.1185295","118","2021"
"16063","Unitrin Auto and Home Insurance Company","0.210806","1","0","0","1","4.743698","119","2021"
"10226","Unitrin Direct Insurance Company","0.215809258","1","0","2","3","4.6337215","120","2021"
"25275","Plymouth Rock Assurance Corporation of New York","0.216049442","3","3","10","16","13.8857105","121","2021"
"10111","American Bankers Insurance Company of Florida","0.242397828","1","2","1","4","4.1254495","122","2021"
"10839","Country-Wide Insurance Company","0.265215041","19","14","42","75","71.639979","123","2021"
"37648","Permanent General Assurance Corporation","0.295044738","3","1","9","13","10.1679495","124","2021"
"10806","Farmers New Century Insurance Company","0.633565208","1","0","1","2","1.5783695","125","2021"
"27138","Midvale Indemnity Company","0.804336662","1","0","1","2","1.2432605","126","2021"
"14788","NGM Insurance Company","0.942605683","4","0","1","5","4.243556","127","2021"
"25232","Bantry Insurance Company","1.202173048","1","0","1","2","0.831827","128","2021"
"20281","Federal Insurance Company","1.207743326","1","0","0","1","0.8279905","129","2021"
"25682","Travelers Indemnity Company of Connecticut","1.618950528","5","1","3","9","3.0884205","130","2021"
"19682","Hartford Fire Insurance Company","1.723358705","2","0","0","2","1.1605245","131","2021"
"22268","Infinity Insurance Company","2.502115852","2","0","0","2","0.7993235","132","2021"
"38628","Progressive Northern Insurance Company","8.31075578","1","1","4","6","0.120326","133","2021"
"10921","CSAA Fire & Casualty Insurance Company","38.7897595","1","0","0","1","0.02578","134","2021"
"10881","Unitrin Advantage Insurance Company","15209.12548","2","0","0","2","0.0001315","135","2021"
"12583","Adirondack Insurance Exchange","0","0","7","13","20","107.123761","1","2020"
"10052","Chubb National Insurance Company","0","0","1","1","2","64.9934845","2","2020"
"15024","Preferred Mutual Insurance Company","0","0","3","10","13","63.5099855","3","2020"
"16233","Erie Insurance Company of New York","0","0","2","3","5","53.2119335","4","2020"
"13026","Main Street America Protection Insurance Company","0","0","0","0","0","43.801589","5","2020"
"36587","Plymouth Rock Assurance Preferred Corporation","0","0","1","3","4","42.8735195","6","2020"
"42919","Progressive Northwestern Insurance Company","0","0","2","3","5","35.9862175","7","2020"
"25674","Travelers Property Casualty Company of America","0","0","1","4","5","28.2031405","8","2020"
"19402","AIG Property Casualty Company","0","0","2","1","3","26.590202","9","2020"
"10791","Palisades Insurance Company","0","0","1","4","5","23.890451","10","2020"
"11252","Encompass Home and Auto Insurance Company","0","0","2","1","3","20.3060325","11","2020"
"13803","Farm Family Casualty Insurance Company","0","0","1","6","7","19.305065","12","2020"
"12901","Merchants Preferred Insurance Company","0","0","1","1","2","18.3868215","13","2020"
"11215","SAFECO Insurance Company of Indiana","0","0","0","1","1","17.15712","14","2020"
"40231","Old Dominion Insurance Company","0","0","2","4","6","16.0530235","15","2020"
"18279","Bankers Standard Insurance Company","0","0","0","0","0","15.5099905","16","2020"
"20303","Great Northern Insurance Company","0","0","0","0","0","13.6137485","17","2020"
"19070","Standard Fire Insurance Company","0","0","0","3","3","11.226249","18","2020"
"23582","Harleysville Insurance Company","0","0","1","2","3","11.0777555","19","2020"
"36137","Travelers Commercial Insurance Company","0","0","0","0","0","9.885307","20","2020"
"37478","Hartford Insurance Company of the Midwest","0","0","0","0","0","8.9115745","21","2020"
"33588","First Liberty Insurance Corporation","0","0","0","0","0","8.7379615","22","2020"
"21261","Electric Insurance Company","0","0","0","3","3","8.704822","23","2020"
"29068","AMERICAN FAMILY CONNECT PROPERTY AND CASUALTY INSURANCE COMPANY","0","0","1","0","1","7.7504055","24","2020"
"29939","Main Street America Assurance Company","0","0","1","3","4","7.272463","25","2020"
"40649","Economy Premier Assurance Company","0","0","0","1","1","7.065025","26","2020"
"12777","Chubb Indemnity Insurance Company","0","0","1","1","2","7.032204","27","2020"
"10022","Countryway Insurance Company","0","0","0","1","1","6.6569525","28","2020"
"20230","Central Mutual Insurance Company","0","0","1","1","2","6.5643975","29","2020"
"25909","Unitrin Preferred Insurance Company","0","0","0","1","1","6.0413785","30","2020"
"23469","American Modern Home Insurance Company","0","0","0","0","0","5.916627","31","2020"
"25623","Phoenix Insurance Company","0","0","0","0","0","5.6310925","32","2020"
"16063","Unitrin Auto and Home Insurance Company","0","0","0","0","0","5.557147","33","2020"
"10226","Unitrin Direct Insurance Company","0","0","0","0","0","5.546356","34","2020"
"12831","State National Insurance Company, Inc.","0","0","0","0","0","5.4969505","35","2020"
"12475","Republic-Franklin Insurance Company","0","0","0","1","1","5.1473425","36","2020"
"42447","National General Assurance Company","0","0","4","2","6","5.1357735","37","2020"
"22748","Pacific Employers Insurance Company","0","0","0","0","0","5.1072985","38","2020"
"19240","Allstate Indemnity Company","0","0","0","10","10","5.07099","39","2020"
"32220","21st Century North America Insurance Company","0","0","0","0","0","4.938621","40","2020"
"10071","Encompass Insurance Company of America","0","0","0","0","0","4.875515","41","2020"
"19062","Automobile Insurance Company of Hartford, Connecticut","0","0","0","1","1","4.85041","42","2020"
"14788","NGM Insurance Company","0","0","0","0","0","4.8068005","43","2020"
"28188","TravCo Insurance Company","0","0","0","1","1","4.281389","44","2020"
"15210","Sterling Insurance Company","0","0","0","0","0","4.0723715","45","2020"
"15130","Encompass Indemnity Company","0","0","0","0","0","3.5725305","46","2020"
"10723","Nationwide Assurance Company","0","0","1","0","1","3.5088085","47","2020"
"12287","Amica Property and Casualty Insurance Company","0","0","0","0","0","3.320081","48","2020"
"25615","Charter Oak Fire Insurance Company","0","0","0","1","1","2.444103","49","2020"
"20397","Vigilant Insurance Company","0","0","0","0","0","2.1023325","50","2020"
"19429","Insurance Company of the State of Pennsylvania","0","0","0","2","2","1.9678275","51","2020"
"23647","Ironshore Indemnity Inc.","0","0","0","0","0","1.962679","52","2020"
"10806","Farmers New Century Insurance Company","0","0","0","0","0","1.9530705","53","2020"
"25232","21st Century Advantage Insurance Company","0","0","0","2","2","1.716485","54","2020"
"23450","American Family Home Insurance Company","0","0","0","0","0","1.5555775","55","2020"
"22357","Hartford Accident and Indemnity Company","0","0","0","2","2","1.359063","56","2020"
"29963","United Farm Family Insurance Company","0","0","0","0","0","1.310182","57","2020"
"31534","Citizens Insurance Company of America","0","0","0","1","1","1.221765","58","2020"
"25658","Travelers Indemnity Company","0","0","0","1","1","1.2021595","59","2020"
"34690","Property and Casualty Insurance Company of Hartford","0","0","0","0","0","1.183372","60","2020"
"40754","Blue Ridge Indemnity Company","0","0","0","0","0","1.13637","61","2020"
"32603","Berkley Insurance Company","0","0","0","0","0","1.1139985","62","2020"
"36170","Travelers Casualty Company of Connecticut","0","0","0","0","0","1.083949","63","2020"
"32786","Progressive Specialty Insurance Company","0.00760709","2","15","31","48","262.9126385","64","2020"
"22055","GEICO Indemnity Company","0.007985047","9","32","159","200","1127.106761","65","2020"
"27998","Travelers Home and Marine Insurance Company","0.009631894","1","4","1","6","103.8217445","66","2020"
"21253","Garrison Property and Casualty Insurance Company","0.011781213","1","3","18","22","84.880905","67","2020"
"11851","Progressive Advanced Insurance Company","0.013080005","6","24","85","115","458.7154385","68","2020"
"22063","Government Employees Insurance Company","0.013713727","10","46","84","140","729.1963625","69","2020"
"30104","Hartford Underwriters Insurance Company","0.013899449","1","5","12","18","71.945297","70","2020"
"38130","Travelers Personal Insurance Company","0.01508837","5","6","24","35","331.3810655","71","2020"
"23760","Nationwide General Insurance Company","0.01514812","1","2","14","17","66.0147925","72","2020"
"11105","A. Central Insurance Company","0.0157401","1","4","8","13","63.5319965","73","2020"
"43478","Utica National Insurance Company of Texas","0.016423591","1","1","4","6","60.8880235","74","2020"
